name,image,category,trailer,stars,platform
Looney Tunes Back in Action,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715167608/NarcisoIPTV/happy_feet_two_gdplke.jpg,Kids,https://www.youtube.com/watch?v=njeNwaUB3rc,3,Hbo Max
El mago de Oz,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715167813/NarcisoIPTV/the_wizard_of_oz_im69ik.jpg,Kids,https://www.youtube.com/watch?v=zLUcr8LeGcc,4,Hbo Max
MeControte ,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715168012/NarcisoIPTV/me_contro_te_zbl5xe.jpg,Kids,https://www.youtube.com/watch?v=0QoAFPadd2w,4,Hbo Max
Navidad en 8 bits,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715168104/NarcisoIPTV/8_bit_christmas_rmfxg6.jpg,Kids,https://www.youtube.com/watch?v=t_EUIVgLwjw,3,Hbo Max
La novia cádaver,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715168186/NarcisoIPTV/corpse_bride_jq17xi.jpg,Kids,https://www.youtube.com/watch?v=6wcj_aJ15gI,3,Hbo Max
El oso Yogui,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715168269/NarcisoIPTV/yogi_bear_w1fgqp.jpg,Kids,https://www.youtube.com/watch?v=wQNZM4vr7ds,3,Hbo Max
Paddington ,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715168366/NarcisoIPTV/paddington_ysncik.jpg,Kids,https://www.youtube.com/watch?v=Bt4J4MVuHXE,2,Hbo Max
Paddington 2,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715168458/NarcisoIPTV/paddington_2_iikqjt.jpg,Kids,https://www.youtube.com/watch?v=yiXpBIeS2x8,2,Hbo Max
Pan,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715168515/NarcisoIPTV/peter_pan_w7hjgf.jpg,Kids,https://www.youtube.com/watch?v=GISA8oez0NM,3,Hbo Max
Pinocho,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715169191/NarcisoIPTV/pinocchio_c5qoms.jpg,Kids,https://www.youtube.com/watch?v=oGqZAacYGsA,3,Hbo Max
Pokémon Detective Pikachu,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715169237/NarcisoIPTV/pokemon_detective_pikachu_eyhzpt.jpg,Kids,https://www.youtube.com/watch?v=IN1kuCo_SIc,2,Hbo Max
Polar Express,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715169307/NarcisoIPTV/the_polar_express_i6e1fq.jpg,Kids,https://www.youtube.com/watch?v=4XkHPphBN_Q,3,Hbo Max
Scooby-Doo,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715171817/NarcisoIPTV/happy_halloween_scooby_tciv12.jpg,Kids,https://www.youtube.com/watch?v=2GV_eLwNAjc,4,Hbo Max
Scooby-Doo2 ,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715171921/NarcisoIPTV/scooby_doo_2_monsters_oibykg.jpg,Kids,https://www.youtube.com/watch?v=TT76WvGRGEs,3,Hbo Max
Alerta Roja,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715172032/NarcisoIPTV/red_notice_nvcw9g.jpg,Action,https://www.youtube.com/watch?v=_L0DMAFBEjs,4,Netflix
SpiderHead,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715172167/NarcisoIPTV/spiderhead_ohoufp.jpg,Action,https://www.youtube.com/watch?v=2izML8QwXrw,4,Netflix
Criminales en el Mar,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715172210/NarcisoIPTV/murder_mystery_vhxsxk.jpg,Action,https://www.youtube.com/watch?v=qn14qE7xCh4&t=61s,3,Netflix
El agente invisible,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715172272/NarcisoIPTV/the_gray_man_qxq3h4.jpg,Action,https://www.youtube.com/watch?v=8Iu1sECA0vw,4,Netflix
Turno de día,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715172353/NarcisoIPTV/day_shift_g9pxu3.jpg,Action,https://www.youtube.com/watch?v=_GZdqPAWrO8,4,Netflix
Tyler Rake,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715172396/NarcisoIPTV/extraction_n4udiz.jpg,Action,https://www.youtube.com/watch?v=WPQq7fw_XMk,3,Netflix
Ejercito de los Muertos,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715172470/NarcisoIPTV/army_of_the_dead_qumson.jpg,Action,https://www.youtube.com/watch?v=Li7AzMfuCkA,2,Netflix
Lou,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715172608/NarcisoIPTV/lou_r1xaq7.jpg,Action,https://www.youtube.com/watch?v=VEG2IIvYu60,4,Netflix
Noche de Lobos,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715172683/NarcisoIPTV/hold_the_dark_z5aaq6.jpg,Action,https://www.youtube.com/watch?v=IB4_1xIpn_k,3,Netflix
Triple Frontera,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715172763/NarcisoIPTV/triple_frontier_rlrowp.jpg,Action,https://www.youtube.com/watch?v=776SpFOv8to,4,Netflix
Centauro,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715172804/NarcisoIPTV/centauro_byzl6d.jpg,Action,https://www.youtube.com/watch?v=p8CXKceGvAo,3,Netflix
La vieja Guardia,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715172864/NarcisoIPTV/the_old_guard_utcbkx.jpg,Action,https://www.youtube.com/watch?v=OCDhMOrCEoc,4,Netflix
El declive,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715197067/NarcisoIPTV/jusqu_au_declin_vt6zrz.jpg,Action,https://www.youtube.com/watch?v=7aFM45Ter40,3,Netflix
Wheelman,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715197186/NarcisoIPTV/wheelman_ytoy7v.jpg,Action,https://www.youtube.com/watch?v=4XXFT0hCqYY,3,Netflix
Bajocero,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715197332/NarcisoIPTV/bajocero_hiwbrx.jpg,Action,https://www.youtube.com/watch?v=HMIpTQuNA-U,4,Netflix
Enola Holmes,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715197400/NarcisoIPTV/enola_holmes_lkfspd.jpg,Action,https://www.youtube.com/watch?v=bxG9VN9RrVs,3,Netflix
Diamantes en bruto,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715197823/NarcisoIPTV/uncut_gems_qfluqe.jpg,Action,https://www.youtube.com/watch?v=gIjvydY048w,4,Netflix
El mundo es tuyo,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715197900/NarcisoIPTV/le_monde_est_a_to_acajjb.jpg,Action,https://www.youtube.com/watch?v=XG8X7MNsWHo,4,Netflix
Atípico,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715197977/NarcisoIPTV/atypical_uz7561.jpg,Comedy,https://www.youtube.com/watch?v=3qNkNtjGtEU,4,Netflix
Bob and David,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715198056/NarcisoIPTV/w_bob_and_david_nqsr74.jpg,Comedy,https://www.youtube.com/watch?v=UKUOW3vsvfI,3,Netflix
Santa Clarita Diet,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715198130/NarcisoIPTV/santa_clarita_diet_xo0jwy.jpg,Comedy,https://www.youtube.com/watch?v=ZMQCiGNZahU,3,Netflix
Dead to me,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715198194/NarcisoIPTV/dead_to_me_hatafj.jpg,Comedy,https://www.youtube.com/watch?v=4RrJgoXdwak,4,Netflix
Easy,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715198313/NarcisoIPTV/easy_h6im6x.jpg,Comedy,https://www.youtube.com/watch?v=4DdQibXDOb8,4,Netflix
Sex Education,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715198390/NarcisoIPTV/sex_education_yud1fk.jpg,Comedy,https://www.youtube.com/watch?v=OiSL1pwE7Ck,3,Netflix
Orange is the new black,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715198454/NarcisoIPTV/orange_is_the_new_black_fv6tew.jpg,Comedy,https://www.youtube.com/watch?v=q02zEJvcQtM,4,Netflix
Queridos blancos,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715198517/NarcisoIPTV/dear_white_people_guhzly.jpg,Comedy,https://www.youtube.com/watch?v=q02zEJvcQtM,3,Netflix
Lovesick,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715198596/NarcisoIPTV/lovesick_thsktk.jpg,Comedy,https://www.youtube.com/watch?v=Fsg2assxCHU,3,Netflix
American Vandal,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715198663/NarcisoIPTV/american_vanda_s65yzf.jpg,Comedy,https://www.youtube.com/watch?v=u4MnzfW_tbI,4,Netflix
Master of none,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715198745/NarcisoIPTV/master_of_none_presents_moments_in_love_ar6obh.jpg,Comedy,https://www.youtube.com/watch?v=iAv9cQZmy4k,2,Netflix
Tú la llevas,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715198818/NarcisoIPTV/tag_evsnr2.jpg,Comedy,https://www.youtube.com/watch?v=pw1X1U-NUTY,3,Netflix
La gran apuesta,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715198889/NarcisoIPTV/the_big_short_ggtd66.jpg,Comedy,https://www.youtube.com/watch?v=BSFz-3SUZdw,4,Netflix
Crazy stupid love,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715198952/NarcisoIPTV/crazy_stupid_love_tw2pou.jpg,Comedy,https://www.youtube.com/watch?v=8DkiEgfIFE0,3,Netflix
Noche de juegos,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715199013/NarcisoIPTV/game_night_fnsdmo.jpg,Comedy,https://www.youtube.com/watch?v=oDcq4GBOaTg,4,Netflix
La boda de mi mejor amigo,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715199311/NarcisoIPTV/my_best_friend_s_wedding_gnyhok.jpg,Comedy,https://www.youtube.com/watch?v=7b1MkoRPAcg,3,Netflix
Pequeño demonio,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715199358/NarcisoIPTV/little_evil_v8u2za.jpg,Comedy,https://www.youtube.com/watch?v=NhZhKVuyZrU,4,Netflix
Fé de etarras,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715199450/NarcisoIPTV/fe_de_etarras_fudvts.jpg,Comedy,https://www.youtube.com/watch?v=l8q1LvaqGDw,4,Netflix
Kiki,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715199533/NarcisoIPTV/kiki_el_amor_se_hace_w2mqpp.jpg,Comedy,https://www.youtube.com/watch?v=U9ues-uRToQ,3,Netflix
Casa ajena,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715199595/NarcisoIPTV/his_house_q3o6w8.jpg,Horror,https://www.youtube.com/watch?v=06IJ3ulLR-M,2,Netflix
Creep,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715199689/NarcisoIPTV/creep_pavl6v.jpg,Horror,https://www.youtube.com/watch?v=ioFvsUtiON8,3,Netflix
Creep 2,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715199766/NarcisoIPTV/creep_2_ts7mze.jpg,Horror,https://www.youtube.com/watch?v=l_0sBk50Qr0,3,Netflix
El apóstol,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715199925/NarcisoIPTV/el_apostol_yzjwqz.jpg,Horror,https://www.youtube.com/watch?v=GPW497RWuas,4,Netflix
El Hoyo,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715199975/NarcisoIPTV/el_hoyo_us9lch.jpg,Horror,https://www.youtube.com/watch?v=24Lf7fmKIXI,4,Netflix
Aniquilación,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715200049/NarcisoIPTV/annihilation_w1jale.jpg,Horror,https://www.youtube.com/watch?v=VGRaBxmdLbQ,3,Netflix
Los crímenes de la academia,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715200146/NarcisoIPTV/the_pale_blue_eye_unfq31.jpg,Horror,https://www.youtube.com/watch?v=W8-inrn1FBs,2,Netflix
The babysitter,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715200312/NarcisoIPTV/the_babysitter_w6wowl.jpg,Horror,https://www.youtube.com/watch?v=g-r1uT5DN4U,3,Netflix
Verónica,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715200372/NarcisoIPTV/veronica_likfr7.jpg,Horror,https://www.youtube.com/watch?v=wNlMIvKnjOQ,4,Netflix
Tin y Tina,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715200443/NarcisoIPTV/tin_tina_ozggkv.jpg,Horror,https://www.youtube.com/watch?v=PcU3MV-kbwY,3,Netflix
Un lugar en silencio,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715200594/NarcisoIPTV/a_quiet_place_hdw4rx.jpg,Horror,https://www.youtube.com/watch?v=IrjEyOkq0To,4,Netflix
Un lugar en silencio 2,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715200603/NarcisoIPTV/a_quiet_place_part_ii_ua537b.jpg,Horror,https://www.youtube.com/watch?v=oTkl2wz-TnQ,3,Netflix
La apariencia de las cosas,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715200655/NarcisoIPTV/things_heard_seen_es5pi2.jpg,Horror,https://www.youtube.com/watch?v=TmcGxl_gIrs&t=13s,3,Netflix
Caso 39,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715200739/NarcisoIPTV/case_39_frfqhe.jpg,Horror,https://www.youtube.com/watch?v=IszIIFj-fIc,2,Netflix
La cabaña siniestra,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715200808/NarcisoIPTV/the_lodge_wiabzv.jpg,Horror,https://www.youtube.com/watch?v=koXzkBTvJl0,3,Netflix
En la hierba alta,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715200878/NarcisoIPTV/in_the_tall_grass_ytjjlq.jpg,Horror,https://www.youtube.com/watch?v=bv65SkyyId8,4,Netflix
Mudanza mortal,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715200939/NarcisoIPTV/aftermath_cqgtiy.jpg,Horror,https://www.youtube.com/watch?v=KZrnS-NRnLw,2,Netflix
El hombre agua,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715201040/NarcisoIPTV/the_water_man_j8bbzx.jpg,Kids,https://www.youtube.com/watch?v=bIXjXghqws0,3,Netflix
Paternidad,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715201176/NarcisoIPTV/fatherhood_lbfpv6.jpg,Kids,https://www.youtube.com/watch?v=oN5bJu467mU,4,Netflix
Agencia secreta de control mágico,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715201300/NarcisoIPTV/secret_magic_control_agency_lxwjmw.jpg,Kids,https://www.youtube.com/watch?v=b5ZbtIEot1s,3,Netflix
Barrenderos espaciales,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715201377/NarcisoIPTV/seungriho_ynqjod.jpg,Kids,https://www.youtube.com/watch?v=pdT4B0LTPCA,3,Netflix
Amor y monstruos,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715201473/NarcisoIPTV/love_and_monsters_m5eqfa.jpg,Kids,https://www.youtube.com/watch?v=xX9jNWVel0Y,4,Netflix
Chica skater,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715201561/NarcisoIPTV/skater_girl_awv2hy.jpg,Kids,https://www.youtube.com/watch?v=zWS6ju4phow,3,Netflix
El despertar de los titanes,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715201613/NarcisoIPTV/trollhunters_rise__lexwlf.jpg,Kids,https://www.youtube.com/watch?v=Qi2_6-VzYcw,4,Netflix
Patines de plata,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715201735/NarcisoIPTV/serebryanye_konk_prjjse.jpg,Kids,https://www.youtube.com/watch?v=8ossz37O6Lc,3,Netflix
El dragón de la tetera,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715201834/NarcisoIPTV/wish_dragon_ovzttq.jpg,Kids,https://www.youtube.com/watch?v=vv5eCLLRGFE,4,Netflix
El Principito,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715201888/NarcisoIPTV/le_petit_prince_the_little_prince_dm04ze.jpg,Kids,https://www.youtube.com/watch?v=NSJ9JjPZOVQ,4,Netflix
Trolls,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715201965/NarcisoIPTV/trolls_mxlmkm.jpg,Kids,https://www.youtube.com/watch?v=dwSVxLssdVE,3,Netflix
Ahí viene cascarrabias,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715202074/NarcisoIPTV/here_comes_the_grump_ysbnff.jpg,Kids,https://www.youtube.com/watch?v=O7u6BfgT9yc,3,Netflix
Una bruja en apuros,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715202329/NarcisoIPTV/baile_f1k5ue.jpg,Kids,https://www.youtube.com/watch?v=Hf3pttO87es,4,Netflix
Shrek,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715202413/NarcisoIPTV/shrek_h8yyrb.jpg,Kids,https://www.youtube.com/watch?v=CwXOrWvPBPk,3,Netflix
Cómo entrenar a tu dragon,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715202487/NarcisoIPTV/how_to_train_your_dragon_orpuvw.jpg,Kids,https://www.youtube.com/watch?v=zUC2tcKYmEY,3,Netflix
Madagascar 3,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715202555/NarcisoIPTV/madagascar_3_xrv4o2.jpg,Kids,https://www.youtube.com/watch?v=KfgCiDpBfUY,4,Netflix
Bolt,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715202752/NarcisoIPTV/bolt_ex3xcv.jpg,Kids,https://www.youtube.com/watch?v=9np5OHor-uQ,3,Netflix
Zootopia,https://res.cloudinary.com/dnju3aw4b/image/upload/v1715202738/NarcisoIPTV/zootopia_ttd6di.jpg,Kids,https://www.youtube.com/watch?v=FbgT597OYZE,3,Netflix
